,Unnamed: 0,title,short_description,institution,subject,price,length,effort,level,prerequisites,course_link
1002,1002,Freedom of Expression in the Age of Globalization,"Freedom of Expression is at the heart of many global controversies and challenges. Learn about the scope, limits and abuses of this fundamental human right.",ColumbiaX,Law,FREE,6 weeks,4-6 hours per week,Intermediate,Basic understanding of and interest in international human rights law,https://www.edx.org/course/freedom-expression-age-globalization-columbiax-foe1x
1003,1003,Fundamentals of Manufacturing Processes,"Learn the technologies used to manufacture products we use every day, and the fundamental principles required to take processes to scale.",MITx,Engineering,FREE,10 weeks,4-6 hours per week,Intermediate,,https://www.edx.org/course/fundamentals-manufacturing-processes-mitx-2-008x
1004,1004,Introduction to Italian Opera,Explore Italian Opera in this two-act learning experience as we learn to listen to music in new ways.,DartmouthX,Music,FREE,6 weeks,3-4 hours per week,Introductory,None,https://www.edx.org/course/introduction-italian-opera-dartmouthx-dart-mus-01x-0
1005,1005,Quantum Cryptography,Learn how quantum communication provides security that is guaranteed by the laws of nature.,CaltechX,Computer Science,FREE,10 weeks,6 to 8 hours per week,Advanced,,https://www.edx.org/course/quantum-cryptography-caltechx-delftx-qucryptox
1006,1006,Design and Development of Games for Learning,"This project-based course explores the process of designing and developing educational games, including issues associated with assessment, implementation and marketing.",MITx,Education & Teacher Training,FREE,9 weeks,6-10 hours per week,Introductory,,https://www.edx.org/course/design-development-games-learning-mitx-11-127x-0
1007,1007,Introduction to Systems Biology,Learn how to model and simulate complex and dynamic behavior in biological systems.,IEEEx,Biology & Life Sciences,FREE,4 weeks,1-3 hours per week,Introductory,,https://www.edx.org/course/introduction-systems-biology-ieeex-sysbio1x-0
1008,1008,Oriental Beliefs: Between Reason and Traditions,"Explore the spiritual and magical beliefs of cultures, from ancient Egypt to modern Japan, as we discuss gods, the universe, cosmos, dreams and so much more!",LouvainX,Humanities,FREE,8 weeks,2-3 hours per week,Introductory,"No prerequisite in particular, but a strong curiosity and interest in foreign cultures is definitely a must.",https://www.edx.org/course/oriental-beliefs-between-reason-louvainx-louv19x
1009,1009,Nanophotonic Modeling,Learn a comprehensive set of simulation techniques to predict the performance of photonic nanostructures.,PurdueX,Engineering,FREE,8 weeks,3-4 hours per week,Advanced,,https://www.edx.org/course/nanophotonic-modeling-purduex-nano540x
1010,1010,Effective Thinking Through Mathematics,Learn tools of effective thinking through puzzles and mathematics in this fun and fascinating course.,UTAustinX,Math,FREE,4 weeks,2-5 hours per week,Introductory,,https://www.edx.org/course/effective-thinking-through-mathematics-utaustinx-ut-9-01x-0
1011,1011,Engineering Mechanics,Learn about statics through real life engineering examples. Engage with the theory to grasp the full understanding of simple machines and complex mathematical models.,UrFUx,Physics,FREE,9 weeks,2-3 hours per week,Intermediate,"Learners should know secondary school mathematics, as well as the ÛÏMechanicsÛ section from Physics. They should have a developed spatial awareness and be able to use a scientific calculator.",https://www.edx.org/course/engineering-mechanics-urfux-engm1-1-x
1012,1012,"The Divine Comedy: Dante's Journey to Freedom, Part 2 (Purgatorio)","After his harrowing descent into the depths of despair, the Pilgrim Dante emerges with Virgil onto the Isle of Mount Purgatorio in the southern hemisphere. There he will be healed of sin and prepared for his climactic reunion with Beatrice.",GeorgetownX,Humanities,FREE,7 weeks,8-10 hours per week,Introductory,None,https://www.edx.org/course/divine-comedy-dantes-journey-freedom-georgetownx-humx422-02x
1013,1013,JuryX: Deliberations for Social Change,"Deliberate emotionally charged issues with your peers online without fear or rancor, and experience a system by which a jury, or any community, can move from a place of deep division to agreement and action.",HarvardX,Law,FREE,7 weeks,2-3 hours per week,Introductory,None,https://www.edx.org/course/juryx-deliberations-social-change-harvardx-hls3x-0
1014,1014,Mathematical Modeling in Biology and Life Sciences ÓÙä©¾¥¡__È¼¾¬Á,___Ê_ÀÓ¬¾¥¡__È¼¾¬Á_ã¾Ð_¾_¥_¦Û_Àà¨_àÕÎ¨_¾Û¤ö ¾_¾¬Á_Ü¾Ý«´_Ï¡ ¤£ÓÙä©_¡±ÁÛâLearn to use mathematical models to gain a better understanding of biological processes through both qualitative and quantitative analysis.,PekingX,Biology & Life Sciences,FREE,10 weeks,3-4 hours per week,Introductory,CalculusWorking knowledge of Linear AlgebraÇ÷¾¥¡Ù¼ÁÛ¼À¾Û¤È£¾¥¡,https://www.edx.org/course/mathematical-modeling-biology-life-pekingx-01139732x-0
1015,1015,Exploring HumansÛª Space: An Introduction to Geographicity,"Explore how geography, cartography, urbanization and spatial justice play a role in shaping the notion of human space.",EPFLx,Social Sciences,FREE,10 weeks,4 hours per week,Introductory,None,https://www.edx.org/course/exploring-humans-space-introduction-epflx-spacex-0
1016,1016,Software Construction in Java,"Learn how to write programs that are safe from bugs, easy to understand, and ready for change.",MITx,Computer Science,FREE,12 weeks,15 hours per week,Intermediate,"Programming experience equivalent to Introduction to Computer Science and Programming Using Python 6.00.1x is required, with a working knowledge of a modern programming language like Python or Javascript or Java. The course will use Java for all assignments, but will include Java tutorial elements if you don't know Java yet.",https://www.edx.org/course/software-construction-java-mitx-6-005-1x
1017,1017,A Global History of Architecture,"Learn about humanityÛªs rich architectural history on this journey around the globe ÛÒ from 100,000 BCE to ca. 1,600 CE.",MITx,History,FREE,12 weeks,6 hours per week,Introductory,Missing,https://www.edx.org/course/global-history-architecture-mitx-4-605x
1018,1018,Entrepreneurial Opportunities,Learn how to be a successful entrepreneur by understanding how to evaluate business opportunities and ideas.,AdelaideX,Business & Management,FREE,5 weeks,2-3 hours per week,Introductory,None,https://www.edx.org/course/entrepreneurial-opportunities-adelaidex-entrep101x
1019,1019,Computational Probability and Inference,"Learn fundamentals of probabilistic analysis and inference. Build computer programs that reason with uncertainty and make predictions. Tackle machine learning problems, from recommending movies to spam filtering to robot navigation.",MITx,Data Analysis & Statistics,FREE,12 weeks,4-6 hours per week,Intermediate,,https://www.edx.org/course/computational-probability-inference-mitx-6-008-1x
1020,1020,Preparing for the AP Physics 1 Exam,Prepare for the AP Physics 1 exam in this engaging and interactive prep course from Boston University.,BUx,Physics,FREE,34 weeks,6 hours per week,Introductory,"Basic algebra, geometry, and trigonometry. Previous conceptual physics understanding helpful but not required.",https://www.edx.org/course/preparing-ap-physics-1-exam-bux-py1x
1021,1021,Statistics for Business ÛÒ I,This introduction to statistics course examines data from the perspective of business scenarios and demonstrates how to apply this data to make better decisions.  ,IIMBx,Business & Management,FREE,5 weeks,5-7 hours per week,Intermediate,Basic Algebra and some Calculus,https://www.edx.org/course/statistics-business-i-iimbx-qm101-1x-0
1022,1022,Introduction to Solid State Chemistry,Learn chemical principles by examining materials with examples from energy generation and storage to emerging technologies.,MITx,Chemistry,FREE,15 weeks,12 hours per week,Introductory,,https://www.edx.org/course/introduction-solid-state-chemistry-mitx-3-091x-4
1023,1023,Optimization Methods for Business Analytics,Learn how to use optimization methodologies and modeling approaches to effectively analyze data.,MITx,Math,FREE,6 weeks,6-8 hours per week,Introductory,"None, although a comfort with mathematics is expected.",https://www.edx.org/course/optimization-methods-business-analytics-mitx-15-053x
1024,1024,Computation Structures - Part 1: Digital Circuits,Learn the fundamentals of digital circuit design in this interactive computer science course from MIT.,MITx,Computer Science,FREE,10 weeks,6 hours per week,Introductory,,https://www.edx.org/course/computation-structures-part-1-digital-mitx-6-004-1x-0
1025,1025,Chinese Thought: Ancient Wisdom Meets Modern Science - Part 1,"An introduction to early Chinese thought, exploring connections with Western philosophy, spirituality, mindfulness, modern science and everyday life. ",UBCx,Art & Culture,FREE,5 weeks,4-6 hours per week,Introductory,None,https://www.edx.org/course/chinese-thought-ancient-wisdom-meets-ubcx-china300-1x-1
1026,1026,"Jazz: The Music, The Stories, The Players","Learn whatÛªs unique about jazz (swing, improvisation, structure and expression) and get an insiderÛªs view from celebrated jazz musicians.",HamiltonX,Music,FREE,6 weeks,3-4 hours per week,Introductory,None,https://www.edx.org/course/jazz-music-stories-players-hamiltonx-music160x-0
1027,1027,AP Computer Science A: Java Programming,"Learn about basic computer operation, variables, and selection statements in Java as you prepare for the AP Computer Science A exam.",PurdueX,Computer Science,FREE,6 weeks,4-6 hours per week,Introductory,Secondary school algebra,https://www.edx.org/course/ap-computer-science-java-programming-purduex-cs180-1x
1028,1028,Introduction to Aerospace Engineering: Astronautics and Human Spaceflight,"Spaceflight is exciting, and you donÛªt have to be a ÛÏRocket ScientistÛ to share in the excitement! 16.00x makes the basics of spaceflight accessible to everyone.",MITx,Engineering,FREE,8 weeks,3 hours per week,Introductory,"Some lectures use high school level physics and basic calculus, but most of the course is accessible to the general public without specialized background.",https://www.edx.org/course/introduction-aerospace-engineering-mitx-16-00x-0
1029,1029,"Reliable Distributed Algorithms, Part 1","This course gives a comprehensive introduction to the theory and practice of distributed algorithms for designing scalable, reliable services.",KTHx,Computer Science,FREE,5 weeks,5 hours per week,Advanced,,https://www.edx.org/course/reliable-distributed-algorithms-part-1-kthx-id2203-1x
