course_link,price,title,subject,level,institution,length,prerequisites,short_description,effort
,,6 weeks,FREE,Paradigms of Computer Programming â€“ Abstraction and Concurrency,Computer Science,4 hours per week,https://www.edx.org/course/paradigms-computer-programming-louvainx-louv1-2x-2,Advanced,LouvainX
Demonstrate the knowledge and skills acquired in the Leadership in Global Development MicroMasters program. ,"Students must have verified certificates in all four of the following  courses in order to sit the Capstone and gain the Leadership in Global Development MicroMasters Credential:
 
LGDM1x Leaders in Global Development
LGDM2x The Science & Practice of Sustainable Development
LGDM3x Adaptive Leadership in Development
LGDM4x Critical Development Perspectives
 ",3 weeks,Missing,Leadership in Global Development Capstone,Business & Management,2-4 hours per week,https://www.edx.org/course/leadership-global-development-capstone-uqx-lgdm5x,Advanced,UQx
"Develop your ability to lead, innovate, negotiate and manage in a fast moving digital economy.",,6 weeks,FREE,Leading in the Digital Age,Business & Management,2-3 hours per week,https://www.edx.org/course/leading-digital-age-bux-qd502x,Intermediate,BUx
Learn how to drive social media engagement by linking strategy and tactics and measuring results.,,6 weeks,FREE,Social Media Marketing,Business & Management,3-5 hours per week,https://www.edx.org/course/social-media-marketing-bux-qd504x,Advanced,BUx
Learn about the ethical decisions surrounding critical health and life science issues through Manga.,Missing,5 weeks,FREE,Ethics in Life Sciences and Healthcare: Exploring Bioethics through Manga,Philosophy & Ethics,2-3 hours per week,https://www.edx.org/course/ethics-life-sciences-healthcare-kyotoux-006x-0,Introductory,KyotoUx
"From the World Development Report (WDR) 2016, learn what the internet and related digital technologies can do for your family, business, city and country.",None,6 Weeks,FREE,Digital Dividends: Strengthening the Analog Foundation of the Digital Revolution,Economics & Finance,4-6 hours per week,https://www.edx.org/course/digital-dividends-strengthening-analog-wbgx-wdr01x,Introductory,WBGx
"Explore materials from the atomic to the continuum level, and apply your learning to mechanics and engineering problems.",,6 weeks,FREE,"Mechanical Behavior of Materials, Part 3: Time Dependent Behavior and Failure",Engineering,12 hours per week,https://www.edx.org/course/mechanical-behavior-materials-part-3-mitx-3-032-3x-1,Intermediate,MITx
Unravel the mysteries and meanings of life and death by exploring the journey from birth through ageing and illnesses to death.,None,6 weeks,FREE,Life and Death: Mysteries and Meanings,Philosophy & Ethics,4 hours per week,https://www.edx.org/course/life-death-mysteries-meanings-hkpolyux-lifedeath101x,Introductory,HKPolyUx
"Learn about e-based promotion of physical, mental and social health, focusing on e-cigarettes, e-mental health applications and e-mediation as case-examples.","There are no formal prerequisites for this course. However, the course reading is sourced from scientific journals and therefore an undergraduate level of reading skills would be of benefit.",4 weeks,FREE,Trends in e-Psychology,Health & Safety,4-5 hours per week,https://www.edx.org/course/trends-e-psychology-kuleuvenx-epsyx-1,Intermediate,KULeuvenX
Learn how to harness the mindset of an entrepreneur and how to put it to use within your own company.,"No mandatory prerequisites but successful completion of MTI001x, MTI002x and MTI003x is beneficial. ",6 weeks,FREE,Thinking & Acting like an Entrepreneur,Business & Management,6-8 hours per week,https://www.edx.org/course/thinking-acting-entrepreneur-rwthx-mti004x,Intermediate,RWTHx
Learn the language of financial accounting and how to use financial statement information to better manage and grow your business.,None,4 weeks,FREE,Financial Accounting Made Fun: Eliminating Your Fears,Business & Management,4-6 hours per week,https://www.edx.org/course/financial-accounting-made-fun-babsonx-bpet-accx-0,Introductory,BabsonX
Take your Angular programming skills to the next level as you learn about the full range of advanced features available for programming in Angular.,,6 weeks,FREE,AngularJS: Advanced Framework Techniques,Computer Science,Missing,https://www.edx.org/course/angularjs-advanced-framework-techniques-microsoft-dev221x-0,Intermediate,Microsoft
Explore the wide range of solar energy applications and learn to design a real PV installation with excellent performance and reliability.,Bachelorâ€™s degree in Science or Engineering and/or the successful completion of PV1x and PV2x (or firm grasp of their content).,11 weeks,FREE,Solar Energy: Photovoltaic (PV) Systems,Engineering,10 hours per week,https://www.edx.org/course/solar-energy-photovoltaic-pv-systems-delftx-pv3x,Advanced,DelftX
Demonstrate the knowledge and skills acquired in the Cybersecurity MicroMasters Program.,,8 weeks,FREE,Cybersecurity Capstone,Computer Science,10-12 hours per week,https://www.edx.org/course/cybersecurity-capstone-ritx-cyber525x,Advanced,RITx
Discover how to use fundamental finance tools in both management and MBA learning contexts and understand common financial situations faced in everyday life.,Secondary school (high school) math,6 weeks,FREE,Finance Essentials for MBA Success,Business & Management,2-3 hours per week,https://www.edx.org/course/finance-essentials-mba-success-imperialx-icbs002,Introductory,ImperialX
"Discover and acquire the quantitative data analysis skills that you will typically need to succeed on an MBA program. This course will cover the fundamentals of collecting, presenting, describing and making inferences from sets of data.",Secondary school (high school) maths,6 weeks,FREE,Data Analysis Essentials for MBA Success,Business & Management,3-4 hours per week,https://www.edx.org/course/data-analysis-essentials-mba-success-imperialx-icbs004,Introductory,ImperialX
"Learn about scattering in one dimensional potentials, angular momentum, central potentials, and the hydrogen atom.","Mathematics: Calculus and differential equations. Physics: introductory physics at the college level: mechanics, electromagnetism and waves.",5 weeks,FREE,Quantum Mechanics: 1D Scattering and Central Potentials,Physics,12+ hours per week,https://www.edx.org/course/quantum-mechanics-1d-scattering-central-mitx-8-04-3x,Advanced,MITx
Learn how to use data to develop insights and predictive capabilities to make better business decisions.,None,12 weeks,FREE,Business Analytics: Theory and Practice,Business & Management,8-10 hours per week,https://www.edx.org/course/business-analytics-theory-practice-columbiax-bamm-103x,Intermediate,ColumbiaX
Develop quantitative models that leverage business data to forecast sales and support important marketing decisions. ,None,12 weeks,FREE,Marketing Analytics,Business & Management,8-10 hours per week,https://www.edx.org/course/marketing-analytics-columbiax-bamm-104x,Advanced,ColumbiaX
"Learn about Shakespeareâ€™s plays and their influence through a focus on emotions such as love, hate, and jealousy.",None,5 weeks,FREE,Shakespeare Matters,Literature,2-3 hours per week,https://www.edx.org/course/shakespeare-matters-adelaidex-bard101x,Introductory,AdelaideX
"Discover how to apply counting principles and combinatorics to solve problems in computer science, financial analysis, and your daily life. æœ¬è¯_ç¨‹ä_§é‡çä»‹ç»çç»„åêˆæ•°å__ç_„æ_‚å¿µå’Œæ€ùæƒ_ï_Œç ”ç©¶ç_»æ•£å¯_è±¡ç_„è®¡æ•°æ–_æ_•å’Œç›¸å…_çê†è®ºã€‚    ",Basic concepts and calculation techniques learned in high school.,12 weeks,FREE,Combinatorial Mathematics | ç»„åêˆæ•°å__,Math,4-6 hours per week,https://www.edx.org/course/combinatorial-mathematics-zu-he-shu-xue-tsinghuax-60240013x-2,Introductory,TsinghuaX
"Embark on a global journey to explore the past, present, and future of World Literature.",None,12 weeks,FREE,Masterpieces of World Literature,Literature,5-7 hours per week,https://www.edx.org/course/masterpieces-world-literature-harvardx-hum12x-0,Introductory,HarvardX
"Learn how to assess and design appropriate intervention strategies for individuals, families, and small groups.",None,8 weeks,FREE,"Social Work Practice with Individuals, Families, and Small Groups",Social Sciences,8-10 hours per week,https://www.edx.org/course/social-work-practice-individuals-michiganx-sw521x,Advanced,MichiganX
Learn fundamental concepts for logistics and supply chain management from both analytical and practical perspectives â€“ part of the MITx MicroMasters Credential in Supply Chain Management.,"High School level algebra and basic mathematical manipulation. Familiar with undergraduate probability, statistics, and calculus.",13 weeks,FREE,Supply Chain Fundamentals,Engineering,8-12 hours per week,https://www.edx.org/course/supply-chain-fundamentals-mitx-ctl-sc1x-2,Intermediate,MITx
"Quantitative and model-based introduction to basic ideas in economics, and applications to a wide range of real world problems.",,10 weeks,FREE,Principles of Economics with Calculus,Business & Management,9 hours per week,https://www.edx.org/course/principles-economics-calculus-caltechx-ec1011x-0,Intermediate,CaltechX
Learn the basic principles and characteristics of biochemical technology in water and wastewater treatment engineering. æœ¬è¯_ç¨‹è®_è¿°æ°´å’ŒåºŸæ°´å_„çê†ä¸_ä¸»è_Åç_„ç”Ÿç‰©å_„çê†æ–_æ_•ç_„åŸºæœ¬å_Ÿçê†ã€Åå·¥è‰ºæ_„æˆêã€Åè¿êè¡Œç‰_ç‚_ã€Åå·¥è‰ºè®¡ç®—æ–_æ_•ä»¥åè_éƒ¨åˆ†å·¥ç¨‹å®_ä_‹ã€‚    ,"Principles of Environmental Engineering
Environmental Engineering Monitoring
Water Treatment Microbiology",10 weeks,FREE,Water and Wastewater Treatment Engineering: Biochemical Technology | æ°´å_„çê†å·¥ç¨‹ï__ç”Ÿç‰©åŒ–å__æ–_æ_•,Environmental Studies,5-6 hours per week,https://www.edx.org/course/water-wastewater-treatment-engineering-tsinghuax-40050455-2x-0,Introductory,TsinghuaX
Learn the basic principles and characteristics of physicochemical technology in water and wastewater treatment engineering. æœ¬è¯_ç¨‹ä¸»è_Åè®_è¿°æ°´å’ŒåºŸæ°´å_„çê†ä¸_ä¸»è_Åç_„ç‰©åŒ–å_„çê†æ–_æ_•ç_„åŸºæœ¬å_Ÿçê†ã€Åå·¥è‰ºæ_„æˆêã€Åè¿êè¡Œç‰_ç‚_ã€Åå·¥è‰ºè®¡ç®—æ–_æ_•ä»¥åè_éƒ¨åˆ†å·¥ç¨‹å®_ä_‹ã€‚    ,,10 weeks,FREE,Water and Wastewater Treatment Engineering: Physicochemical Technology | æ°´å_„çê†å·¥ç¨‹ï__ç‰©çê†åŒ–å__æ–_æ_•,Environmental Studies,5-6 hours per week,https://www.edx.org/course/water-wastewater-treatment-engineering-tsinghuax-40050455x-2,Introductory,TsinghuaX
"Mao Zedong founded the People's Republic of China in 1949, but who was he and how did his theories, strategies and policies shape modern China? æ¯›æ__ä¸œæ€ùæƒ_æ˜¯ä¸_å›_å…±äº§å…_æ_»å›_çê†æ”¿ç_„æŒ‡åç—é’ˆã€Åæ˜_å_®é•œå’Œæœ›è¿œé•œã€‚æœ¬è¯_ç¨‹å°†å¸_ä_ æ_¢ç´¢è¿™äº›æ”¿æ_»çê†è®ºç_„æù¥é_™å_»è„‰ã€Åå_®è¨€å_§ä_‰å’Œç_°å®_å_±å“çç_‰ã€‚    ",None,4 weeks,FREE,Introduction to Mao Zedong Thought | æ¯›æ__ä¸œæ€ùæƒ_æ_‚è®º,History,3 hours per week,https://www.edx.org/course/introduction-mao-zedong-thought-mao-ze-tsinghuax-10610224x-2,Introductory,TsinghuaX
"Understand machine learningâ€™s role in data-driven modeling, prediction, and decision-making.",,10 weeks,FREE,Machine Learning for Data Science,Data Analysis & Statistics,8 hours per week,https://www.edx.org/course/machine-learning-data-science-uc-san-diegox-ds220x,Advanced,UC San DiegoX
"Learn about rotational dynamics, rigid bodies and moment of inertia in this calculus-based physics course.",,6 weeks,FREE,Mechanics: Rotational Dynamics,Physics,10-12 hours per week,https://www.edx.org/course/mechanics-rotational-dynamics-mitx-8-01-3x-0,Intermediate,MITx
"Learn how to drive business value through experimentation leveraging user feedback, team learning and modern object/service infrastructure.",,6 weeks,FREE,Designing for Experimentation to Enhance Digital Business Innovation,Computer Science,3-5 hours per week,https://www.edx.org/course/designing-experimentation-enhance-bux-qd601x,Advanced,BUx
"Explore the amazing range and complexity of wild animal behaviour. Discover how animals learn, communicate, find food, avoid predators, and interact socially.",Missing,6 weeks,FREE,Introduction to Animal Behaviour,Biology & Life Sciences,4-6 hours per week,https://www.edx.org/course/introduction-animal-behaviour-wageningenx-ab101x-0,Introductory,WageningenX
Learn data mining techniques to assess the impact of design and technology on learning and create a continuous improvement process to enhance online courses.,"Basic experience in word processing and G Suite. A background in teaching, education, or professional development would be helpful but not required. 
 ",8 weeks,FREE,Instructional Design Data Mining,Education & Teacher Training,4-6 hours per week,https://www.edx.org/course/instructional-design-data-mining-usmx-university-maryland-university-ldt400x,Intermediate,USMx
Learn how to identify security issues in the cloud and industry-standard techniques and procedures to prevent and mitigate risks.,,8 weeks,FREE,Cloud Computing Security,Computer Science,8-10 hours per week,https://www.edx.org/course/cloud-computing-security-usmx-university-maryland-university-cc617x,Intermediate,USMx
"Learn to predict financial crises, handle unfair trade practices and minimize risks when investing in emerging economies.",None,6 weeks,FREE,States and Markets in the Global Economy,Business & Management,10-12 hours per week,https://www.edx.org/course/states-markets-global-economy-thunderbirdx-tgm505x-1,Intermediate,ThunderbirdX
Develop a practical framework for integrating technology into the K12 classroom.,None,4 weeks,FREE,What Now? Emerging Technologies and Their Practical Application in K12 Teaching and Learning.,Education & Teacher Training,2-3 hours per week,https://www.edx.org/course/what-now-emerging-technologies-practical-utarlingtonx-edtech101x-1,Introductory,UTArlingtonX
Learn how to create an organizational environment that supports project success.,"Successful completion of or understanding of concepts from PM9001x.
 ",11 weeks,FREE,Best Practices for Project Management Success,Business & Management,8-12 hours per week,https://www.edx.org/course/best-practices-project-management-ritx-pm9002x-0,Intermediate,RITx
"Learn how to design effective strategy processes, analyze shifting industry structures and develop new capabilities in times of industry transition.","No mandatory prerequisites but successful completion of MTI001x, MTI002x, MTI003x and MTI004x is beneficial. ",6 weeks,FREE,Strategic Management: From Intuition to Insight,Business & Management,8-10 hours per week,https://www.edx.org/course/strategic-management-intuition-insight-rwthx-mti005x,Intermediate,RWTHx
Learn why ambitious teaching and learning may be the key to global educational improvement and how to put it into practice.,"Working knowledge of schools and education systems as well as the political, policy, and public pressures to improve educational opportunities and outcomes for all students.",4 weeks,FREE,Leading Ambitious Teaching and Learning,Education & Teacher Training,2-4 hours per week,https://www.edx.org/course/leading-ambitious-teaching-learning-michiganx-microsoft-education-leaded501x,Advanced,MichiganX
"Examine product/brand management decisions and investigate the strategies and tactics to build, measure and manage brand equity.",Successful completion of MKT1x and MKT2x,12 weeks,FREE,Strategic Brand Management,Business & Management,8-10 hours per week,https://www.edx.org/course/strategic-brand-management-curtinx-mkt4x,Advanced,CurtinX
Evaluate your level of preparedness in key aspects of mathematics and programming that are fundamental to a career in Data Science.,"Designed to assess readiness in three domains of knowledge, DS 101x is open to all with varying degrees of experience. The specific domains tested are: calculus, linear algebra, and programming.",10 hours,FREE,Data Science Readiness Assessment,Data Analysis & Statistics,1-4 hours per exam,https://www.edx.org/course/data-science-readiness-assessment-notredamex-ds101x,Intermediate,NotreDameX
"Learn about the history of social welfare policy, services, and the social work profession.",None,8 weeks,FREE,Social Welfare Policy and Services,Social Sciences,8-10 hours per week,https://www.edx.org/course/social-welfare-policy-services-michiganx-sw530x,Advanced,MichiganX
"Learn how to apply key elements of lean manufacturing, such as 5S and Kaizen, to organizational processes to improve quality and productivity.","This course reviews basic calculations used in production management. Therefore, basic math skills are necessary.",8 weeks,FREE,Lean Production,Business & Management,3-4 hours per week,https://www.edx.org/course/lean-production-tumx-qpls3x,Introductory,TUMx
Instructors from worlds of research and practice will engage you in design-oriented collaborative activities focused on K-12 STEAM+ learning.,"Some knowledge of STEAM (Science, Technology, Engineering, Arts and Mathematics) topics and learning technologies, as well as some prior teaching experience, are recommended but not required.",6 weeks,FREE,Teaching With Technology and Inquiry: An Open Course For Teachers,Education & Teacher Training,3-5 hours per week,https://www.edx.org/course/teaching-technology-inquiry-open-course-university-torontox-inq101x-0,Intermediate,University of TorontoX
Apply the knowledge and skills gained in the Solar Energy Engineering MicroMasters program to a solar energy project.,,12 weeks,Missing,Solar Energy: Capstone Project,Engineering,4-6 hours per week,https://www.edx.org/course/solar-energy-capstone-project-delftx-pv5x,Advanced,DelftX
Learn how to integrate a photovoltaic system into a microgrid of your design.,,9 weeks,FREE,Solar Energy: Integration of Photovoltaic Systems in Microgrids,Engineering,10 hours per week,https://www.edx.org/course/solar-energy-integration-photovoltaic-delftx-pv4x,Advanced,DelftX
Learn how to lead your firm to make better business decisions using analytic methods and create competitive advantages from data.,,8 weeks,FREE,Business Analytics for Data-Driven Decision Making,Business & Management,3-4 hours per week,https://www.edx.org/course/business-analytics-data-driven-decision-bux-qd602x,Advanced,BUx
"Learn about online marketing opportunities and how to use the Internet, social media, and digital analytics to successfully market your business.",Successful completion of MKT1x and MKT2x,12 weeks,FREE,Online Marketing Strategies,Business & Management,8-10 hours per week,https://www.edx.org/course/online-marketing-strategies-curtinx-mkt5x,Advanced,CurtinX
Master the calculus of curves and coordinate systems; approximate functions with polynomials and infinite series. Part 3 of 3.,18.01.2x Calculus 1B: Integration,Missing,FREE,Calculus 1C: Coordinate Systems & Infinite Series,Math,Missing,https://www.edx.org/course/calculus-1c-coordinate-systems-infinite-mitx-18-01-3x-0,Intermediate,MITx
"Learn how to (re)position your organization, orchestrate strategic alliances and assess strategic options from an ethical perspective.","Successful completion of MTI005x ""Strategic Management: From Intuition to Insight"" is highly recommended, successful completion of MTI001x, MTI002x, MTI003x and MTI004x is beneficial. ",6 weeks,FREE,Strategic Management: From Insight to Decision,Business & Management,8-10 hours per week,https://www.edx.org/course/strategic-management-insight-decision-rwthx-mti006x,Intermediate,RWTHx
"Learn how to analyze large datasets using Jupyter notebooks, MapReduce and Spark as a platform.",,10 weeks,FREE,Big Data Analytics Using Spark,Data Analysis & Statistics,10 hours per week,https://www.edx.org/course/big-data-analytics-using-spark-uc-san-diegox-dse230x,Advanced,UC San DiegoX
"Learn about the nature and dynamics of the Earthâ€™s core, mantle and crust in this introductory Earth Science course.",,5 weeks,FREE,Introduction to Deep Earth Science,Science,2-3 hours per week,https://www.edx.org/course/introduction-deep-earth-science-tokyotechx-geos101x,Introductory,TokyoTechX
"This MOOC offers a flexible, collaborative introduction to learning analytics in higher education. Youâ€™ll learn by doing, using realistic data and code.",College-level maturity.,4 weeks,FREE,Practical Learning Analytics,Data Analysis & Statistics,2-8 hours per week,https://www.edx.org/course/practical-learning-analytics-michiganx-plax-0,Intermediate,MichiganX
"Learn the core concepts of computational thinking and how to collect, clean and consolidate large-scale datasets.",None,10 weeks,FREE,Computational Thinking and Big Data,Computer Science,8-10 hours per week,https://www.edx.org/course/computational-thinking-big-data-adelaidex-compx,Introductory,AdelaideX
"Learn how to apply fundamental programming concepts, computational thinking and data analysis techniques to solve real-world data science problems.",None,10 weeks,FREE,Programming for Data Science,Computer Science,8-10 hours per week,https://www.edx.org/course/programming-data-science-adelaidex-programx,Introductory,AdelaideX
Learn the tools and techniques to develop your own professional VR app in Unity 3D.,,6 weeks,FREE,Creating Virtual Reality (VR) Apps,Computer Science,5-7 hours per week,https://www.edx.org/course/creating-virtual-reality-vr-apps-uc-san-diegox-cse190x,Intermediate,UC San DiegoX
"Learn how big data is driving organisational change and essential analytical tools and techniques, including data mining and PageRank algorithms.",None,10 weeks,FREE,Big Data Fundamentals,Computer Science,8-10 hours per week,https://www.edx.org/course/big-data-fundamentals-adelaidex-bigdatax,Introductory,AdelaideX
Further develop your knowledge of big data by applying the skills you have learned to a real-world data science project.,None,6 weeks,FREE,Big Data Capstone Project,Computer Science,4-5 hours per week,https://www.edx.org/course/big-data-capstone-project-adelaidex-datacapx,Introductory,AdelaideX
An introduction to the human body's most fundamental building blocks and their behaviours in health and disease.,No formal prerequisites are required however a basic understanding of biology may be useful.,5 weeks,FREE,Essential Human Biology: Cells and Tissues,Biology & Life Sciences,2-3 hours per week,https://www.edx.org/course/essential-human-biology-cells-tissues-adelaidex-humbio101x-1,Introductory,AdelaideX
,,6 weeks,Missing,Intermediate Management Accounting,Business & Management,5 hours of per week,https://www.edx.org/course/intermediate-management-accounting-acca-ma2-x,Introductory,ACCA
A fun and interactive course designed to help you explore the edX learning experience. Perfect to take before you start your course.,,Missing,Missing,DemoX,Education & Teacher Training,"From 10 - 60 minutes, or as much time as you want.",https://www.edx.org/course/demox-edx-demox-1-0,Introductory,edX
"Learn about alien life, how we search for it, and what this teaches us about our place in the universe.",Basic algebra,6 weeks,FREE,Super-Earths And Life,Science,3-5 hours per week,https://www.edx.org/course/super-earths-life-harvardx-spu30x-2,Introductory,HarvardX
Solve a real-world data science problem in this capstone project for the Microsoft Professional Program in Data Science.,Missing,4 weeks,FREE,Data Science Professional Project,Computer Science,3-4 hours per week,https://www.edx.org/course/data-science-professional-project-microsoft-dat102x-3,Advanced,Microsoft
"Empower yourself to create and control digital information, and gain the computational thinking skills to tackle our most complex problems.",None,6 weeks,FREE,Think. Create. Code,Computer Science,2-3 hours per week,https://www.edx.org/course/think-create-code-adelaidex-code101x-3,Introductory,AdelaideX
Review and prepare for the APÂ® Psychology exam with evidence-based study strategies and tips to help enhance your performance on the exam.,None. ,2,FREE,APÂ® Psychology - Course 6: Exam Preparation & Review,Science,8-12 hours per week,https://www.edx.org/course/apr-psychology-course-6-exam-preparation-ubcx-psyc-6x,Introductory,UBCx
Learn how unified modeling language (UML) class diagrams are created and used to visualize and conceptualize the design of a system.,"We assume the learner to have completed a high school degree or equivalent, and to possess basic abstract thinking skills. Basic knowledge of set theory is an advantage.",3 weeks,FREE,UML Class Diagrams for Software Engineering,Computer Science,5 hours per week,https://www.edx.org/course/uml-class-diagrams-software-engineering-kuleuvenx-umlx,Introductory,KULeuvenX
"Understand key aspects of business operations and lean management including capacity, productivity, quality, and supply chain.",Basic concepts in statistics such as Mean and Standard Deviation ,6 weeks,FREE,Operations Management,Business & Management,5-7 hours per week,https://www.edx.org/course/operations-management-iimbx-om101-1x,Intermediate,IIMBx
Gain the skills and knowledge needed to succeed in an MIS-dominated corporate world.,Basic user-level computer literacy. Business awareness is recommended.,6 weeks,FREE,Introduction to Management Information Systems (MIS): A Survival Guide,Business & Management,3-4 hours per week,https://www.edx.org/course/introduction-management-information-uc3mx-im-1x-0,Intermediate,UC3Mx
"Explore the works of Plato, Aristotle, Heraclitus and other originators of Western philosophy in an immersive study of ancient Greek and Roman philosophers. æœ¬è¯_ç¨‹é€_è¿‡è®_è¿°åè_å¸Œè…_ç_—é©¬å“_å__å®¶ä¸°å¯Œç_„æ€ùæƒ_å’Œè§‚ç‚_ï_Œæ_¢è®¨è¥¿æ–_å“_å__ç__ç¥_ç_„èµ·æºêï_Œæè_ç_ºè¥¿æ–_æ°‘æ—èç_„ç__ç¥_åè–åê‘ï_Œé˜êæ˜_è¥¿æ–_æ°‘æ—èæ€ùç»´æ–_å_èç_„ç‰_å_Åã€‚    ",None,16 weeks,FREE,"Plato, Socrates, and the Birth of Western Philosophy | è¥¿æ–_å“_å__ç__ç¥_æ_¢æºê",Art & Culture,3-4 hours per week,https://www.edx.org/course/plato-socrates-birth-western-philosophy-tsinghuax-00690342x,Introductory,TsinghuaX
"Guides you through the Chinese masterpiece Zizhi Tongjian, an unprecedented work of governance and philosophical thinking spanning from the Warring States Period to the Tang Dynasty. ä¸_å›_åè_å__åêçè‘—ã€_èµ„æ_»é€_é‰´ã€‹è•´åê«ä¸°å¯Œç_„æ_»å›_çê†æ”¿ç»èéªŒå’Œç__ä__äººç”Ÿå“_çê†ã€‚é€_è¿‡è€Åå¸ˆå¯_è¯»ï_ŒåêŒå__ä»¬åè¯æ·±å…¥è¿™ä¸€ç»èå…¸æ–‡æœ¬å†…éƒ¨ï_Œå_—ä»¥çºµè§ˆåçƒå_´å_†åè_ï_Œæèêåç‡å›_å__ç´ å…»ã€‚    ",,18 weeks,FREE,Chinese History From Warring States to the Tang Dynasty | èµ„æ_»é€_é‰´,History,4 hours per week,https://www.edx.org/course/chinese-history-warring-states-tang-tsinghuax-00612642x,Introductory,TsinghuaX
This course explores China's rich and varied architectural history. (In Mandarin with English subtitles.) ä_“å‘_ä¸_å›_åè_å»ºç_‘ä_‹ç__ï_Œçê†è§£ä¸_å›_å»ºç_‘ç_„é‡çè_Åå†…æ¶µ,,16 weeks,Missing,History of Chinese Architecture | ä¸_å›_å»ºç_‘åè_,Architecture,4 hours per week,https://www.edx.org/course/history-chinese-architecture-zhong-guo-tsinghuax-80000901x,Introductory,TsinghuaX
"Learn about the relationship between stress and physical and mental health and the treatment of abnormal behavior, including psychological disorders.",None,4 weeks,FREE,APÂ® Psychology - Course 5: Health and Behavior,Science,8-12 hours per week,https://www.edx.org/course/apr-psychology-course-5-health-behavior-ubcx-psyc-5x,Introductory,UBCx
"Explore what corporate social responsibility is, how it works, and its true impacts. Letâ€™s co-build the responsible enterprise of tomorrow!",,6 weeks,FREE,Communicating Corporate Social Responsibility (CSR),Business & Management,4-6 hours per week,https://www.edx.org/course/communicating-corporate-social-louvainx-louv12x-1,Intermediate,LouvainX
Learn fundamental concepts of mathematical probability to prepare for a career in the growing field of information and data science.,Basic calculus,6 weeks,FREE,Probability: Basic Concepts & Discrete Random Variables,Data Analysis & Statistics,4-6 hours per unit or week,https://www.edx.org/course/probability-basic-concepts-discrete-purduex-416-1x-0,Introductory,PurdueX
"Learn about probability distribution models, including normal distribution, and continuous random variables to prepare for a career in information and data science.",,6 weeks,FREE,Probability: Distribution Models & Continuous Random Variables,Data Analysis & Statistics,4-6 hours per unit or week,https://www.edx.org/course/probability-distribution-models-purduex-416-2x-0,Introductory,PurdueX
META101x: Thinking about thinking.,None,4 weeks,FREE,Philosophy and Critical Thinking,Philosophy & Ethics,1-4 hours per week,https://www.edx.org/course/philosophy-critical-thinking-uqx-meta101x-1,Introductory,UQx
Collaborate with Penn faculty and fellow learners to identify the Top 10 Social Policy Issues facing the newly elected US President and Congress.,None,100 days,FREE,Top 10 Social Issues for the Presidentâ€™s First 100 Days,Social Sciences,1-2 hours per week,https://www.edx.org/course/top-10-social-issues-presidents-first-pennx-top10x,Introductory,PennX
"Learn about the foundation and key features of the Islamic financial and banking system.
 ",None,4 weeks,FREE,Islamic Finance and Banking,Economics & Finance,3-4 hours per week,https://www.edx.org/course/islamic-finance-banking-irtix-ifb101x-0,Introductory,IRTIx
Learn about the theories of motivation and emotions and obtain an in-depth look at intelligence testing and personality development.,None,6 weeks,FREE,APÂ® Psychology - Course 4: How Behavior Works,Science,8-12 hours per week,https://www.edx.org/course/apr-psychology-course-4-how-behavior-ubcx-psyc-4x,Introductory,UBCx
Learn about the video game design process and experiment with effective methods for balancing a gameâ€™s mechanics.,None,5 weeks,FREE,Video Game Design and Balance,Computer Science,3 hours per week,https://www.edx.org/course/video-game-design-balance-ritx-game102x,Introductory,RITx
"Learn the basic framework to work on a broad spectrum of engineering problems concerning transfer of heat, mass and momentum. Learn through examples of everyday processes at home, in the lab and in industry.","High School physics and basic knowledge of calculus (derivative, integral, simple differential equations) and thermodynamics (concepts of first law and second law, properties of fluids, heat effects).",7 weeks,FREE,The Basics of Transport Phenomena,Biology & Life Sciences,6-8 hours per week,https://www.edx.org/course/basics-transport-phenomena-delftx-tp101x-1,Introductory,DelftX
Introduction to basic concepts and applications of thermodynamics in mechanical engineering.,"Basic knowledge of high-school physics and chemistry is assumed; ability to do college calculus (differentiation, integration, partial derivatives, and exact differentials) is required.",20 weeks,FREE,Thermodynamics,Engineering,8-10 hours per week,https://www.edx.org/course/thermodynamics-iitbombayx-me209-1x-1,Intermediate,IITBombayX
"Learn about the neuroscience and psychology of the mind including memory, thinking, reasoning, and language.",None,4 weeks,FREE,APÂ® Psychology - Course 3: How the Mind Works,Science,8-12 hours per week,https://www.edx.org/course/apr-psychology-course-3-how-mind-works-ubcx-psyc-3x,Introductory,UBCx
"Explore the challenges and complexity of both global and local infrastructure (IT/Telecom, Energy, Water and Transportation) and how to make the best decisions to improve it.","Analytical skills, curiosity about new developments, and an interest in the design and governance of infrastructures.",7 weeks,FREE,The Next Generation of Infrastructure,Engineering,6-8 hours per week,https://www.edx.org/course/next-generation-infrastructure-delftx-ngix-0,Intermediate,DelftX
"Learn the fascinating history of Igor Stravinskyâ€™s The Rite of Spring, one of the most challenging and rewarding ballets ever written.",Missing,3 weeks,FREE,"First Nights: Igor Stravinskyâ€™s The Rite of Spring: Modernism, Ballet, and Riots",Music,2-3 hours per week,https://www.edx.org/course/first-nights-igor-stravinskys-rite-harvardx-mus24-5x,Introductory,HarvardX
"Learn how your brain works and the basics of neuroscience, genetics and consciousness.",None,5 weeks,FREE,APÂ® Psychology - Course 2: How the Brain Works,Science,8-12 hours per week,https://www.edx.org/course/apr-psychology-course-2-how-brain-works-ubcx-psyc-2x,Introductory,UBCx
